company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
LUMALI LTD,07051197,Active,Private limited company,,,2009-10-20,,,43210,"95 Charfield Court 2 Shirland Road London W9 2JR "
LAKS ELECTRIC LIMITED,05539722,Active,Private limited company,,,2005-08-18,,,43210,"32, Church Road West Drayton Greater London UB7 7PU "
KNIGHT INSTALLATION & MAINTENANCE LTD,07725986,Active,Private limited company,,,2011-08-02,,,43210,99 Cumberland Road Cumberland Road London E13 8LH England
CANADA INTERNATIONAL LIMITED,05783872,Active,Private limited company,,,2006-04-18,,,35110 43210 85590 85600,124 City Road London EC1V 2NX England
LIGHTSIDE LIMITED,02630043,Active,Private limited company,,,1991-07-17,,,43210,30 Oxford Road Finsbury Park London N4 3EY England
OR ELECTRIC LIMITED,04517515,Active,Private limited company,,,2002-08-22,,,43210,129 129 Station Road Hendon London NW4 4NJ United Kingdom
JAY ELECTRICS LTD,09195109,Active,Private limited company,,,2014-08-29,,,43210,261 Bury Street West London N9 9JN England
EALING BUILDERS LTD,07572212,Active,Private limited company,,,2011-03-21,,,41100 43210 43320 43330,Suite 29 The Broadway London W5 2NR England
GREG AND CO BUILDING SERVICES LIMITED,08712969,Active,Private limited company,,,2013-10-01,,,43210 43220 43390,114 Colindale Avenue Colindale NW9 5GX United Kingdom
SDE ELECTRICAL CONTRACTORS LIMITED,06248199,Active,Private limited company,,,2007-05-15,,,43210,1053 London Road Leigh-On-Sea SS9 3JP England
KL TEC LTD,09077601,Active,Private limited company,,,2014-06-09,,,43210,Flat 4 175 Merton Road London SW19 1EE England
SIWHITE LTD,08088401,Active,Private limited company,,,2012-05-30,,,43210 62020,"20-22 Wenlock Road London N1 7GU "
HICKS ELECTRICAL CONTRACTORS LIMITED,09047805,Active,Private limited company,,,2014-05-20,,,43210,"21 Warkworth Road London N17 7BD "
ZEUS BUILDING MANAGEMENT SERVICES LTD,05564887,Active,Private limited company,,,2005-09-15,,,43210,Kemp House 152-160 City Road London EC1V 2NX England
TCLARKE PLC,00119351,Active,Public limited company,,,1911-12-23,,,43210 43220,30 St. Mary Axe London EC3A 8BF England
J E A K S SERVICE LIMITED,09220896,Active,Private limited company,,,2014-09-16,,,43210,"11 Fernlea Road London SW12 9RT "
ELCO BUILDING SERVICES LIMITED,03780660,Active,Private limited company,,,1999-06-01,,,43210,107 Bell Street London NW1 6TL England
K3 ELECTRICAL SERVICES LIMITED,04211820,Active,Private limited company,,,2001-05-08,,,43210,"Sterling House Fulbourne Road London E17 4EE "
STAND-FAST BURGLAR ALARM CO. (EAST KENT) LIMITED,00931136,Active,Private limited company,,,1968-04-26,,,43210 47599 80200,C/O Peachey & Co Llp 95 Aldwych London WC2B 4JF England
PREMIERE PROJECTS LIMITED,04644497,Active,Private limited company,,,2003-01-22,,,43210,"West Hill, 61 London Road Maidstone Kent ME16 8TX "
BSB ELECTRICAL SERVICES LIMITED,03437383,Active,Private limited company,,,1997-09-22,,,43210,237 Westcombe Hill London SE3 7DW United Kingdom
EMIRATES ELECTRICAL LIMITED,08204163,Active,Private limited company,,,2012-09-06,,,43210,71-75 Shelton Street Convent Garden London WC2H 9JQ England
G A F FRENCH LIMITED,05226521,Active,Private limited company,,,2004-09-09,,,43210 43220 43341 43999,3-5 London Road Rainham Gillingham ME8 7RG England
V H ELECTRICAL (UK) LTD,08952157,Active,Private limited company,,,2014-03-21,,,43210,"3 C/O Goumal & Co Unit 1, No. 3 Wedmore Street London N19 4RU United Kingdom"
MATT CHALK LIMITED,08373892,Active,Private limited company,,,2013-01-24,,,43210,"1386 London Road Leigh On Sea SS9 2UJ "
BALM & DAVIES LIMITED,04042081,Active,Private limited company,,,2000-07-27,,,43210 43220,1386 London Road Leigh On Sea SS9 2UJ United Kingdom
HOME AND DRY MAINTENANCE LTD,09068693,Active,Private limited company,,,2014-06-03,,,43210 43341,"The St Giles Centre ,81 Camberwell Church Street London SE5 8RB "
MITCHELL LIGHTING LIMITED,07799393,Active,Private limited company,,,2011-10-06,,,43210,First Floor Office Westerham Garage 190 London Road Westerham TN16 2DJ England
M BUTCHER ELECTRICALSERVICES LTD,08778750,Active,Private limited company,,,2013-11-18,,,43210,"13 Priory Close Chingford London E4 8AE "
METAL-ELECTRO LTD,08548889,Active,Private limited company,,,2013-05-30,,,43210,"63-66 Hatton Garden Fifth Floor, Suite 23 London EC1N 8LE England"
BEN BROOKE LTD,07788242,Active,Private limited company,,,2011-09-27,,,43210 43999,"C/O Mittal & Associates Spaces, Aurora House, 71-75 Uxbridge Road, Ealing,London W5 5SL United Kingdom"
NIGHTGLADE LTD,04394101,Active,Private limited company,,,2002-03-13,,,43210,"2a-4 Avery Hill Road Eltham London SE9 2BD "
EVERYTHING ELECTRICAL LIMITED,04977023,Active,Private limited company,,,2003-11-26,,,43210,"21 Aylmer Parade Aylmer Road London N2 0AT "
C BUCKNOR ELECTRICAL AND BUILDING SERVICES LIMITED,09115852,Active,Private limited company,,,2014-07-03,,,43210,"136 Muirkirk Road London SE6 1BL "
GLADDING INTERIORS LIMITED,06755485,Active,Private limited company,,,2008-11-21,,,43210,"225 London Road Burgess Hill RH15 9QU "
AMZ ELECTRICIANS LTD,08807710,Active,Private limited company,,,2013-12-09,,,43210,33 Vale Court The Vale London W3 7SA England
AIR CONTROL ENGINEERING (UK) LIMITED,06767777,Active,Private limited company,,,2008-12-08,,,43210,"Sterling House Fulbourne Road London E17 4EE "
MENG TECHNOLOGY LTD,08492700,Active,Private limited company,,,2013-04-17,,,43210 43290 46900 71129,International House 10 Beaufort Court Admirals Way London E14 9XL England
ARM SOLUTIONS LIMITED,07480667,Active,Private limited company,,,2010-12-31,,,43210,86-90 Paul Street 3rd Floor London EC2A 4NE England
GENESIS NETWORKING SYSTEMS LIMITED,07085820,Active,Private limited company,,,2009-11-24,,,43210,"Christopher House 94b London Road Leicester LE2 0QS "
ENERGY EFFICIENT GLOBAL UK PROJECT LIMITED,09097139,Active,Private limited company,,,2014-06-23,,,43210,"The Scalpel, 18th Floor 52 Lime Street London EC3M 7AF United Kingdom"
ALLY ELECTRICAL SERVICES LTD,07844594,Active,Private limited company,,,2011-11-11,,,43210,"Lonsto House Princes Lane London N10 3LU "
WESTSIDE ELECTRICAL LIMITED,06758622,Active,Private limited company,,,2008-11-26,,,43210,"41 Anstey Road Peckham Rye London SE15 4JX "
7IYI PROFESSIONAL  SERVICES LIMITED,09227239,Active,Private limited company,,,2014-09-19,,,42220 43210,"63 Loveridge Road London NW6 2DR "
CHISWICK WIRING LIMITED,07860925,Active,Private limited company,,,2011-11-25,,,43210,"135 Notting Hill Gate London W11 3LB "
Y&A SOUTHERN LTD,08691450,Active,Private limited company,,,2013-09-16,,,43210 43220 43999 81100,601 Britannia House 1 Glenthorne Road London W6 0LH England
FERROMONT UK LTD,07005847,Active,Private limited company,,,2009-09-01,,,43210,136 Kensington Church Street London W8 4BH England
SW9 ELECTRICS LIMITED,04530693,Active,Private limited company,,,2002-09-10,,,43210,3b Hayter Road London SW2 5AR England
AVL ELECTRICAL CONTRACTORS LIMITED,06059633,Active,Private limited company,,,2007-01-22,,,43210,"Wellesley House, 204 London Road Waterlooville Hampshire PO7 7AN "
KKMD MCGINTY LTD,09153768,Active,Private limited company,,,2014-07-30,,,43210,31 Penny Brookes Street London E15 1GP United Kingdom
"CONVERGINT TECHNOLOGIES UK, LIMITED",02910983,Active,Private limited company,,,1994-03-21,,,43210 80200,"21 Holborn Viaduct London EC1A 2DY "
MJD ELECTRICAL LIMITED,08510035,Active,Private limited company,,,2013-04-30,,,43210,116 London Road Brentwood CM14 4NS England
GREENLUX LIMITED,07968388,Active,Private limited company,,,2012-02-28,,,42220 43210,"5 London Road London SW17 9JR "
JJ ELECTRICAL SERVICES LIMITED,03910481,Active,Private limited company,,,2000-01-20,,,43210,20 Gleneagle Road London SW16 6AB England
HSB ENGINEERING LTD,06248824,Active,Private limited company,,,2007-05-16,,,43210 74909,Flat 2 81 Earls Court Road London W8 6EF England
INSPIRED RENEWABLES LTD,08318560,Active,Private limited company,,,2012-12-05,,,43210,85 Great Portland Street London W1W 7LT England
HIGHWOOD ELECTRICAL LIMITED,03449518,Active,Private limited company,,,1997-10-14,,,43210,"Wellesley House Duke Of Wellington Avenue Royal Arsenal SE18 6SS "
ALTAIR BUILDING LIMITED,05279982,Active,Private limited company,,,2004-11-08,,,41202 43210 43220 43341,Gemma House 39 Lilestone Street London NW8 8SS England
ARISTOL LIMITED,07043319,Active,Private limited company,,,2009-10-15,,,43210,Top Floor Claridon House London Road Stanford Le Hope SS17 0JU United Kingdom
LIGHT SUPPLY UK LTD,08757067,Active,Private limited company,,,2013-10-31,,,43210,"20-22 Wenlock Road London N1 7GU "
DICKSON ELECTRICAL LIMITED,05765907,Active,Private limited company,,,2006-04-03,,,43210,First Floor Office Westerham Garage 190 London Road Westerham TN16 2DJ England
L R S BUILDERS LIMITED,05830898,Active,Private limited company,,,2006-05-30,,,43210 43390,80 Glenister Park Road London SW16 5DU England
PETER HARRIS LIGHTING LIMITED,07157937,Active,Private limited company,,,2010-02-15,,,43210,"Finance House 2a Maygrove Rod Kilburn London NW6 2EB "
FMD ELECTRICALS LIMITED,09210292,Active,Private limited company,,,2014-09-09,,,43210,"76 Brookdene Road London SE18 1EJ "
S P L INSTALLATIONS LIMITED,03443424,Active,Private limited company,,,1997-10-02,,,43210,"First Floor, 73-81 Southwark Bridge Road London SE1 0NQ England"
FREE SOLAR (STAGE 2) LIMITED,07573467,Active,Private limited company,,,2011-03-22,,,43210,80 Fenchurch Street London EC3M 4AE United Kingdom
ECHO PROPERTY DEVELOPMENT LTD,05615433,Active,Private limited company,,,2005-11-08,,,43210 43390,"23 Lawrence Avenue Walthamstow London E17 5PG "
MCLYMONT ELECTRICAL AND BUILDING SERVICES LIMITED,05645325,Active,Private limited company,,,2005-12-05,,,43210,"12 Norfolk Road Colliers Wood London SW19 2HE "
BUILDING & MAINTENANCE SERVICES (UK) LTD,09323062,Active,Private limited company,,,2014-11-21,,,43210 43310 43330 43390,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
FLUID INNOVATION LIMITED,05782571,Active,Private limited company,,,2006-04-18,,,43210 43290 46650 49420,6 Maidstone Buildings Mews 72-76 Borough High Street London SE1 1GD England
NUGEN ELECTRICAL CONTRACTORS LTD,06688704,Active,Private limited company,,,2008-09-04,,,43210,"4th Floor Eldon Chambers 4th Floor Eldon Chambers, Falcon Court 30-32 Fleet Street London EC4Y 1AA England"
INSPIRE PROPERTY MAINTENANCE LIMITED,08321789,Active,Private limited company,,,2012-12-06,,,33140 43210 95220,"83a Ladywell Road Lewisham London SE13 7JA "
SPL CONSTRUCT LIMITED,05070793,Active,Private limited company,,,2004-03-11,,,43210 43320 43330 43341,"First Floor, 73-81 Southwark Bridge Road London SE1 0NQ England"
CLEVEDALE LIMITED,06120462,Active,Private limited company,,,2007-02-21,,,43210,"C/O Bbk Accountants Limited 4a Roman Road East Ham E6 3RX "
DELTAHURST LIMITED,05743362,Active,Private limited company,,,2006-03-15,,,43210,"C/O Bbk Accountants Limited 4a Roman Road East Ham E6 3RX "
ACD ELECTRICAL SERVICES (UK) LTD,07609329,Active,Private limited company,,,2011-04-19,,,43210,Top Floor Claridon House London Road Stanford Le Hope SS17 0JU United Kingdom
BHACHU PROPERTIES LTD.,04893571,Active,Private limited company,,,2003-09-09,,,43210,"147 Station Road North Chingford London E4 6AG "
AJC ELECTRICAL SERVICES LIMITED,05955105,Active,Private limited company,,,2006-10-04,,,43210,"113 Grosmont Road London SE18 2AA "
MID-TECH SERVICES LIMITED,06739946,Active,Private limited company,,,2008-11-03,,,43210,"Menzies Llp 2nd Floor Magna House, 18-32 London Road Staines-Upon-Thames TW18 4BP United Kingdom"
SECURUM LIMITED,08819211,Active,Private limited company,,,2013-12-18,,,43210,Capital Office Kemp House 152-160 City Road London EC1V 2NX England
P J ELECTRICAL & HEATING SERVICES LIMITED,04914122,Active,Private limited company,,,2003-09-29,,,43210,"93 Green Dragon Lane London N21 2NL "
LIONEL SAUNDERS & CO. (BRISTOL) LIMITED,01217679,Active,Private limited company,,,1975-06-27,,,43210,Unit 8 Trubody's Business Park 121 London Road Bridgeyate BS30 5NA United Kingdom
EASTMAN ELECTRICAL LTD,05933012,Active,Private limited company,,,2006-09-12,,,43210,C/O Quick Accountancy Waterlooville Ltd 113a London Road Waterlooville PO7 7DZ England
JJR MECHANICAL & ELECTRICAL LTD,08390254,Active,Private limited company,,,2013-02-05,,,43210 43220,4th Floor 18 St. Cross Street London EC1N 8UN England
FINGERTIP CONTROLS LIMITED,07958365,Active,Private limited company,,,2012-02-21,,,43210,"513 London Road Sutton SM3 8JR "
BLUEROCK ELECTRICAL LIMITED,05883703,Active,Private limited company,,,2006-07-21,,,43210,1 Rosemont Road London NW3 6NG England
P S ELECTRICAL CONTRACTORS LIMITED,09204633,Active,Private limited company,,,2014-09-05,,,43210,89a Charlwood Street London SW1V 4PB England
KLT GAS & ELECTRICAL CONTRACTORS LTD,08332467,Active,Private limited company,,,2012-12-17,,,43210 43220,"35c Thornaby Gardens London N18 2AU "
SMART SPARKS LTD,09366588,Active,Private limited company,,,2014-12-24,,,43210,"Jmb Accounting Ltd 10 London Road Liphook GU30 7AN "
LAZUR DESIGN LTD,08800335,Active,Private limited company,,,2013-12-03,,,43210,River Bank House 1 Putney Bridge Approach London SW6 3JD England
G & W PIPEWORK LIMITED,07471581,Active,Private limited company,,,2010-12-16,,,43210,"Fiscal House 367 London Road Camberley GU15 3HQ "
DCS ENERGY SOLUTIONS LIMITED,07806996,Active,Private limited company,,,2011-10-12,,,43210,4th Floor 4 Tabernacle Street London EC2A 4LU United Kingdom
ELECTRIO LIMITED,02932226,Active,Private limited company,,,1994-05-24,,,43210,"Unit 7 Trubodys Yard London Road Bridgeyate BS30 5NA "
CROSSFIELD POWER & SECURITY LIMITED,07408525,Active,Private limited company,,,2010-10-15,,,43210,6th Floor Capital Tower 91 Waterloo Road London SE1 8RT United Kingdom
BSM ENGINEERING LIMITED,08754273,Active,Private limited company,,,2013-10-30,,,43210,"28 Baseing Close London E6 5PJ "
S-POWER SOLUTIONS LTD,08119763,Active,Private limited company,,,2012-06-26,,,43210,35 Astbury Road Office Q London SE15 2NL England
SANDCO PROPERTY MANAGEMENT LTD,08421914,Active,Private limited company,,,2013-02-27,,,43210 68100 68209 68320,140 London Road London Road Greenhithe DA9 9JW England
RW ELECTRICAL CONTRACTORS LTD,08832738,Active,Private limited company,,,2014-01-06,,,43210,5 London Road Tooting Broadway London SW17 9JR England
N.C.B. ELECTRICAL LIMITED,07048494,Active,Private limited company,,,2009-10-19,,,43210,54 Nantes Close London SW18 1JL England
MELRAY MANAGEMENT LIMITED,04542606,Active,Private limited company,,,2002-09-23,,,41100 43210 43390,"C/O Cooper Parry, New Derwent House 69-73 Theobalds Road London WC1X 8TA England"
GSK ELECTRICAL SERVICES LIMITED,05975945,Active,Private limited company,,,2006-10-24,,,43210,"4th Floor Tuition House 27/37 St George's Road Wimbledon London SW19 4EU "
4 SITE ELECTRICAL LIMITED,04355607,Active,Private limited company,,,2002-01-18,,,43210,"C/O B B K Accountants Ltd 4a Roman Road Eastham London E6 3RX "
BMN ELECTRICAL SERVICES LIMITED,07838653,Active,Private limited company,,,2011-11-08,,,43210,"30 Parsonage Street Isle Of Dogs, E14 3DB "
QUOTEHEDGE LIMITED,01660517,Active,Private limited company,,,1982-08-26,,,43210 43390,"182 Revelstoke Road Wandsworth London SW18 5NW "
THE DAILY BRICK LTD,08205544,Active,Private limited company,,,2012-09-07,,,43210 47910,128 City Road London EC1V 2NX England
CUZONS LIMITED,05932228,Active,Private limited company,,,2006-09-12,,,33200 43210,63-66 Hatton Garden Suite 23 London EC1N 8LE England
DANEV ELECTRICAL LTD,06213232,Active,Private limited company,,,2007-04-16,,,43210,19 Heathfield London E4 6SE England
ECO SECURITY LIMITED,08363101,Active,Private limited company,,,2013-01-16,,,43210 80200,4 Raven Road London E18 1HB England
CLOUD ELECTRICAL LIMITED,05620600,Active,Private limited company,,,2005-11-11,,,43210,"4 Green Lane Business Park 238 Green Lane New Eltham London SE9 3TL "
HAYDENGREEN LTD,07071976,Active,Private limited company,,,2009-11-10,,,43210 43999,"C/O Cooper Parry, New Derwent House 69-73 Theobalds Road London WC1X 8TA England"
ADL MECHANICAL & ELECTRICAL CONTRACTORS LTD,08167898,Active,Private limited company,,,2012-08-03,,,43210,Pi House 40a London Road Gloucester GL1 3NU United Kingdom
SIMON TIMOTHY SYSTEMS LIMITED,01731470,Active,Private limited company,,,1983-06-13,,,43210,The Gatehouse 2 Devonhurst Place Heathfield Terrace London W4 4JD England
D&G-UK LTD,05987324,Active,Private limited company,,,2006-11-02,,,43210,Flat 11 Albert House 3 Victoria Road London E18 1LJ England
FUTURE ENERGY SOLUTIONS LIGHTING GROUP LIMITED,08434470,Active,Private limited company,,,2013-03-07,,,43210 46180,"10 Gloucester Place Portman Square London W1U 8EZ "
INDUSTRIAL EFFICIENCY LIMITED,08373408,Active,Private limited company,,,2013-01-24,,,43210,C/O Foresight Group Llp The Shard 32 London Bridge Street London SE1 9SG United Kingdom
GOMA ELECTRICAL LTD,08898865,Active,Private limited company,,,2014-02-17,,,43210,72 Great Suffolk Street London SE1 0BL England
ELECTRIGLIDE LTD,08404102,Active,Private limited company,,,2013-02-14,,,43210,Envision Accounting 8a Highgate Road London NW5 1NR United Kingdom
KLASSIC SOLUTIONS LIMITED,06804985,Active,Private limited company,,,2009-01-29,,,43210,"101a Eltham High Street London SE9 1TD "
MT SITES LIMITED,07135587,Active,Private limited company,,,2010-01-26,,,43210,38 Shalfleet Drive London W10 6UB England
SIRMON INDUSTRIES LIMITED,07580661,Active,Private limited company,,,2011-03-28,,,27900 43210,"591 London Road Cheam Sutton SM3 9AG "
HR FACILITIES LTD,07174215,Active,Private limited company,,,2010-03-02,,,43210,15 St Helen's Place London EC3A 6DQ United Kingdom
WESTLON ELECTRICAL CONTRACTORS LIMITED,08377817,Active,Private limited company,,,2013-01-28,,,43210,"64 Westfield Road West Ealing London W13 9JA "
FAIRWIND INSTALLATION LTD,07848643,Active,Private limited company,,,2011-11-15,,,43210 43290 43999,Ealing Cross 1st Floor 85 Uxbridge Road London W5 5TH United Kingdom
JWB ELECTRICAL CONTRACTORS LIMITED,09294100,Active,Private limited company,,,2014-11-04,,,43210,55 Clive Road London SW19 2JA England
GIBLIN TELECOM LIMITED,02583926,Active,Private limited company,,,1991-02-20,,,43210 43999,"Regency House 589 London Road Colnbrook SL3 8QG "
M RICHARDS ELECTRICAL LIMITED,05354005,Active,Private limited company,,,2005-02-05,,,43210,"Flat8,97 New Park Road London SW2 4BF England"
RW PROPERTY SERVICES LIMITED,06140114,Active,Private limited company,,,2007-03-06,,,43210 43290 43341 43390,"Bellevue House Althorp Road London SW17 7ED "
LONDONS GLOW LIMITED,07083814,Active,Private limited company,,,2009-11-23,,,43210,"5 Waylett Place West Norwood London SE27 9AE "
TEMPLANT ELECTRICAL SERVICES LIMITED,07841750,Active,Private limited company,,,2011-11-10,,,43210,Ground Floor Marlborough House 298 Regents Park Road London N3 3SZ England
TEMPLANT GROUP LIMITED,07841437,Active,Private limited company,,,2011-11-09,,,43210,Ground Floor Marlborough House 298 Regents Park Road London N3 2SZ England
MJB ELECTRICAL TESTING LIMITED,08994989,Active,Private limited company,,,2014-04-14,,,43210,77 Avery Hill Road New Eltham London SE9 2BJ United Kingdom
PARK ELECTRICAL COMPANY LIMITED,02100921,Active,Private limited company,,,1987-02-18,,,43210,Wellesley House Duke Of Wellington Avenue London SE18 6SS England
DATAELECTRICAL LTD,08998191,Active,Private limited company,,,2014-04-15,,,43210,"117 Old Ford Road London E2 9QD "
DESIGN BUILD MAINTENANCE SERVICES LTD,07697035,Active,Private limited company,,,2011-07-07,,,43210 43310 43341 43342,49 The Vista London SE9 5RE England
ABBOTTSWAY ENGINEERING LTD,08391855,Active,Private limited company,,,2013-02-07,,,43210,"Suite 4610, Unit 3a 34-35 Hatton Garden London EC1N 8DX England"
MAG M & E LIMITED,07954470,Active,Private limited company,,,2012-02-17,,,43210,"41 Hood Avenue London N14 4QJ "
MGB ELECTRICAL SOLUTIONS LIMITED,07591592,Active,Private limited company,,,2011-04-05,,,43210 46900,9 Seagrave Road London SW6 1RP England
CITY ELECTRIC SERVICES LIMITED,07840380,Active,Private limited company,,,2011-11-09,,,43210,"283 Green Lanes Palmers Green N13 4XS "
AMPLIFIER LIMITED,06787689,Active,Private limited company,,,2009-01-09,,,43210,4th Floor 4 Tabernacle Street London EC2A 4LU United Kingdom
NEWPOINT ELECTRICAL & MECHANICAL SERVICES LTD,05810034,Active,Private limited company,,,2006-05-09,,,43210,66 Moyser Road London SW16 6SQ England
LIAM KENNEDY ELECTRICS & RENOVATIONS LTD,04674632,Active,Private limited company,,,2003-02-21,,,43210 68209,"42 Arragon Gardens Streatham London SW16 5LX "
ELITE ELECTRICAL (KENT) LTD,07880075,Active,Private limited company,,,2011-12-13,,,43210,"Suite 9, Hadleigh Business Centre 351 London Road Hadleigh Benfleet SS7 2BT England"
ROBERT PURTAK ELECTRICAL LTD,08404577,Active,Private limited company,,,2013-02-15,,,43210,"2nd Floor 1 Bell Street London NW1 5BY "
DOMI ELECTRICAL LIMITED,07986476,Active,Private limited company,,,2012-03-12,,,43210,221 Baring Road London SE12 0PZ England
GOLDARROW ENTERPRISES LIMITED,05635017,Active,Private limited company,,,2005-11-24,,,43210,662 High Road London N12 0NL England
SANDILANDS (ELECTRIC) LIMITED,00348151,Active,Private limited company,,,1939-01-06,,,43210,"14 Colvin Gardens Wanstead London E11 2DD "
R. & M.A. STEWART LIMITED,01891284,Active,Private limited company,,,1985-03-01,,,43210,"Unit 10 Bessemer Park 250 Milkwood Road Herne Hill SE24 0HG "
PENSDOWN LIMITED,02461505,Active,Private limited company,,,1990-01-19,,,43210,Unit 12 Nepicar Park London Road Wrotham Sevenoaks TN15 7AF England
NU ELECTRICS LIMITED,06081864,Active,Private limited company,,,2007-02-05,,,43210,15 Rowan Close London W5 4AG England
M-TECH CONTROLS LTD,08870366,Active,Private limited company,,,2014-01-30,,,43210,Claridon House London Road Stanford-Le-Hope SS17 0JU England
AVELEX ELECTRICAL LTD,07598557,Active,Private limited company,,,2011-04-11,,,43210,121 London Road Knebworth SG3 6EX England
BALDWIN ELECTRICAL COMPANY (ST MARYLEBONE) LIMITED(THE),00508916,Active,Private limited company,,,1952-06-17,,,43210 47540,62 Paddington Street London W1U 4JE England
FES LIGHTING UK LIMITED,08434985,Active,Private limited company,,,2013-03-07,,,43210 46180,"10 Gloucester Place Portman Square London W1U 8EZ "
LEWIS & RAE LTD,07570316,Active,Private limited company,,,2011-03-18,,,43210,20-22 Wenlock Road London N1 7GU England
CGM&I LTD,08430589,Active,Private limited company,,,2013-03-05,,,43210,4 Aztec Row Berners Road Islington N1 0PW United Kingdom
RED FIRE SAFETY SERVICES LIMITED,05072800,Active,Private limited company,,,2004-03-15,,,43210 43320 43330,Unit 1 Lockheed House 238 Green Lane London SE9 3TL England
LIGHTING SOLUTION CORPORATION  LTD,06281802,Active,Private limited company,,,2007-06-15,,,43210,601 Britannia House 1 Glenthorne Road London W6 0LH England
FORTUNA ELECTRICAL CONTRACTORS LTD,05888629,Active,Private limited company,,,2006-07-27,,,43210,"5 Angel Walk Hammersmith London W6 9HX "
BRAVE TECHNICAL LIMITED,06150502,Active,Private limited company,,,2007-03-12,,,43210,2 Sheridan Court 6 Milton Road London W7 1LF United Kingdom
ONLINE INTERIORS LTD,05786117,Active,Private limited company,,,2006-04-19,,,43210,Top Floor Claridon House London Road Stanford Le Hope SS17 0JU United Kingdom
MICHAEL SMITH ELECTRICAL CONTRACTOR LTD,06501242,Active,Private limited company,,,2008-02-12,,,43210,"167 London Road Leicester Leicestershire LE2 1EG "
NIMROD ELECTRICAL SOLUTIONS LIMITED,06444740,Active,Private limited company,,,2007-12-04,,,43210,"269-A Coombe Lane West Wimbledon London SW20 0RH "
VITAL LINK SOLUTIONS LIMITED,08446139,Active,Private limited company,,,2013-03-15,,,43210 43220 43290,"7 Battersea Square London SW11 3RA "
ENERGYSAVE ELECTRICAL LTD,07345277,Active,Private limited company,,,2010-08-13,,,43210,Building 3 North London Business Park Oakleigh Road South London N11 1GN England
TOWER ELECTRICAL FIRE & SAFETY LIMITED,06548797,Active,Private limited company,,,2008-03-29,,,43210,Building 3 North London Business Park Oakleigh Road South London N11 1GN England
VITAL INTERIORS LTD,06880330,Active,Private limited company,,,2009-04-17,,,43210,"Lygon House 50 London Road Bromley BR1 3RA "
INTEGRATED ELECTRICAL SERVICES IRE LTD,06088046,Active,Private limited company,,,2007-02-07,,,43210,"Flat 11 27 Queen's Gate Terrace London SW7 5PR "
R. DUNHAM (UK) LIMITED,04552613,Active,Private limited company,,,2002-10-03,,,43210,Brooklyn Lodge Mott Street London E4 7RW England
LM ELECTRICAL INSTALLATIONS LTD,07992980,Active,Private limited company,,,2012-03-15,,,43210,31 Milton Road London NW7 4AU England
CONETICS LTD,07985206,Active,Private limited company,,,2012-03-12,,,43210,20-22 Wenlock Road London N1 7GU England
BCS (ELECTRICAL AND BUILDING) LTD,03347301,Active,Private limited company,,,1997-04-08,,,43210,Unit 7 Rotherhithe Business Estate Rotherhithe New Road London SE16 3EH England
IRWIN BUILDERS LIMITED,03330948,Active,Private limited company,,,1997-03-10,,,42990 43210 43220 43320,"80 Studland Road London W7 3QX "
ISLAND MODE LIMITED,08438343,Active,Private limited company,,,2013-03-11,,,43210 80200 96090,1349-1353 London Road Leigh-On-Sea SS9 2AB England
CADCO ELECTRICAL LIMITED,08608144,Active,Private limited company,,,2013-07-12,,,43210,"4a Roman Road East Ham E6 3RX "
APJ ELECTRICAL CONTRACTORS LIMITED,05763690,Active,Private limited company,,,2006-03-31,,,43210,"Balfour House 741 High Road London N12 0BP "
D-TEC ALARMS LIMITED,04246304,Active,Private limited company,,,2001-07-04,,,43210,"First Floor, 244 Edgware Road London W2 1DS England"
J&S WALLINGTON LIMITED,06852002,Active,Private limited company,,,2009-03-19,,,43210 43341 43390 43999,38 Boundfield Road London SE6 1PL England
REID HOLDEN (BUILDING SERVICES) LIMITED,05491674,Active,Private limited company,,,2005-06-27,,,43210 43220 43390,"816 Garratt Lane London SW17 0LZ "
MAULYTE LIMITED,03733322,Active,Private limited company,,,1999-03-16,,,43210 43220 43290 43310,163 Herne Hill London SE24 9LR England
TAYLORS ELECTRICAL LTD,07199964,Active,Private limited company,,,2010-03-23,,,43210,"7 Bell Yard London WC2A 2JR "
W PEARCE ELECTRICAL LTD,07241239,Active,Private limited company,,,2010-05-04,,,43210,Top Floor Claridon House London Road Stanford Le Hope SS17 0JU United Kingdom
CALLTHOR PLUMBERS LIMITED,06481720,Active,Private limited company,,,2008-01-23,,,43210 43220,"Acorn House 33 Churchfield Road London W3 6AY "
HANOVER BUILDING SERVICES LIMITED,06595467,Active,Private limited company,,,2008-05-16,,,43210 43220,"6 Florey House Winchmore Hill London N21 1UJ "
BAUER ELECTRICAL CONTRACTORS LTD.,08507125,Active,Private limited company,,,2013-04-29,,,43210,"1st Floor 14 - 16 Powis Street Woolwich SE18 6LF "
ANIMASANA LTD.,08506981,Active,Private limited company,,,2013-04-26,,,43210,58 Park Grove Road London E11 4PU England
WEBLUX LTD,08666351,Active,Private limited company,,,2013-08-28,,,43210 43390 62020 80200,4 Minchenden Court Colonnade Gardens London W3 7SN United Kingdom
OFFICE ELECTRICAL LIMITED,08509541,Active,Private limited company,,,2013-04-30,,,43210,Penderel House High Holborn 283-288 High Holborn London WC1V 7HP England
